Customer_ID,Full_Name,Gender,Age,Email,Phone,City,State,Country,Zip_Code,Join_Date,Customer_Segment,Preferred_Channel,Payment_Preference,Churn_Risk_Score,ARPU
CUST000162,Corey Nguyen,Other,47,rfranklin@example.net,(109)990-7381,Port Sarah,Nebraska,USA,56891,2025-01-30,Residential,Web,ACH,61.9,23.7
CUST000163,Ashley Spencer,Male,24,rebecca21@example.com,+1-517-912-1855x523,Coxfort,Georgia,USA,97509,2023-03-23,Enterprise,App,Bank Transfer,12.3,23.57
CUST000164,Shannon Lopez,Other,41,phillipscurtis@example.com,+1-297-694-4666,Nathanville,Connecticut,USA,56390,2020-08-08,Enterprise,Web,Wallet,18.1,8.32
CUST000165,Samuel Mccarthy,Other,21,lynnwilkinson@example.net,614.342.7907x1317,North Reginabury,Michigan,USA,46989,2023-01-31,Residential,App,Card,24.0,23.52
CUST000166,Stephanie Montgomery,Female,71,youngjorge@example.org,673.125.5281x9119,Jacquelineview,Tennessee,USA,64977,2025-08-06,Small Business,Web,Bank Transfer,49.7,26.99
CUST000167,Patrick Rhodes,Other,62,cbrooks@example.org,(197)636-6639x1693,Lake Diana,Florida,USA,64137,2024-10-21,Small Business,Call Center,Wallet,54.5,49.97
CUST000168,Victoria Figueroa,Female,52,turnerbradley@example.net,001-248-467-8182,Williamborough,Ohio,USA,16376,2025-01-05,Small Business,Web,Wallet,33.1,91.03
CUST000169,Autumn Rasmussen,Other,53,sheasue@example.net,001-789-540-3633x71717,West Courtney,Arizona,USA,09985,2025-10-19,Enterprise,Call Center,Wallet,13.7,36.63
CUST000170,Marie Miller,Male,63,oashley@example.com,958.507.8305x77897,Port Cheyenne,Oregon,USA,01056,2024-07-20,Residential,Retail,Card,46.3,40.5
CUST000171,David Odonnell,Female,45,tina88@example.net,876-573-4297x077,Thomastown,Idaho,USA,63020,2020-10-12,Enterprise,Web,Card,20.4,67.17
CUST000172,Samantha Olsen,Male,32,elizabethowens@example.net,618-274-2244x3528,Brandonview,New Jersey,USA,71274,2025-07-10,Residential,App,Bank Transfer,5.6,17.07
CUST000173,Mallory Nichols,Other,43,tommy16@example.com,001-849-436-5911x6618,Elizabethtown,Washington,USA,50013,2024-08-12,Enterprise,App,Wallet,84.0,38.81
CUST000174,Aaron Jones,Female,31,johnsonkevin@example.org,653.603.8377,Kendraborough,Kentucky,USA,96106,2023-09-09,Residential,Web,Wallet,45.9,31.19
CUST000175,Sheila Carrillo,Female,74,branchnathan@example.net,(467)071-0243x3596,Lake Latashaland,Pennsylvania,USA,73407,2025-05-26,Enterprise,Retail,ACH,66.3,10.97
CUST000176,Lori Silva,Other,72,teresa87@example.com,(769)233-8998x1107,West Michaelchester,North Dakota,USA,52782,2021-12-05,Residential,App,ACH,37.8,16.84
CUST000177,Corey Wallace,Other,19,adamsmichael@example.com,001-756-179-6319,East Bonnieland,Michigan,USA,99746,2020-07-09,Small Business,Web,Wallet,48.0,41.97
CUST000178,Sean Vargas,Other,67,olee@example.com,699-919-2967,East Barbaraside,Oregon,USA,36854,2022-06-17,Residential,Retail,ACH,11.1,59.15
CUST000179,Sara Perez,Male,24,scott20@example.net,909-062-0422,Port Gregory,Vermont,USA,17754,2024-09-27,Small Business,App,Bank Transfer,24.2,45.49
CUST000180,Erin Duarte,Male,18,jasminetaylor@example.net,026.766.0565,Miaview,Nebraska,USA,64772,2020-10-17,Enterprise,Web,Wallet,0.0,63.51
CUST000181,Ryan Gay,Male,27,feliciasanchez@example.com,+1-033-966-2981x67346,West Shelley,Georgia,USA,68419,2024-06-11,Residential,Web,Bank Transfer,45.4,30.1
CUST000182,Kiara Estrada,Other,31,whitelaura@example.org,(785)238-5044x1031,Janicehaven,New York,USA,39685,2023-10-01,Enterprise,Call Center,Bank Transfer,19.5,81.28
CUST000183,Joel Mills,Female,66,poolejenny@example.net,001-705-537-1365x702,Evansshire,Rhode Island,USA,74139,2025-10-21,Enterprise,Call Center,Card,45.1,42.07
CUST000184,Paul Rodriguez,Male,68,mcdonaldmary@example.com,+1-014-400-3943x010,North Andre,North Carolina,USA,54990,2021-07-27,Small Business,Retail,Card,48.1,48.47
CUST000185,Teresa Olsen,Other,51,robertsdaniel@example.com,743-380-6621x629,Kimberlyberg,Louisiana,USA,95966,2025-07-04,Small Business,App,Bank Transfer,23.2,35.57
CUST000186,Gregory Bailey,Female,46,danny16@example.org,596.399.1406x855,Crossmouth,Nevada,USA,14235,2022-10-26,Enterprise,Call Center,Card,7.2,39.3
CUST000187,Thomas Warren,Male,76,thomasjon@example.com,001-648-037-6032x00835,Tinaland,Ohio,USA,37116,2022-12-27,Small Business,App,Wallet,39.6,94.0
CUST000188,Eddie Dawson,Other,22,showard@example.com,+1-828-009-9119x555,Port William,Louisiana,USA,07565,2022-12-12,Enterprise,Call Center,Wallet,35.1,99.54
CUST000189,Luis Kelley,Male,23,pattersonjohn@example.org,2970875274,New Connorland,New York,USA,59801,2020-07-07,Small Business,Web,Card,51.3,17.71
CUST000190,Jordan Ward,Other,41,jacksondavid@example.org,2615457477,Jessicaborough,California,USA,17366,2020-06-20,Enterprise,Call Center,ACH,3.7,28.79
CUST000191,Joel Owens,Female,59,krystalfrazier@example.com,001-447-293-8137,West Alexmouth,Louisiana,USA,92516,2022-11-17,Small Business,App,Card,4.4,40.88
CUST000192,Katie Jones,Male,33,craigfoster@example.com,744-196-1660x879,Ashleyton,Hawaii,USA,36790,2025-08-29,Residential,App,Wallet,51.9,65.7
CUST000193,Amanda Adams,Female,67,lopezjuan@example.net,100-282-0885,South Emilytown,Nebraska,USA,64969,2020-10-16,Residential,App,Wallet,34.0,20.06
CUST000194,John Johnson,Male,76,anthonyschmidt@example.net,635.167.3501x6945,Deborahchester,South Carolina,USA,15766,2022-04-10,Residential,Call Center,Bank Transfer,20.9,83.08
CUST000195,Jason Mejia,Female,18,kelsey66@example.net,(807)969-6921x69335,East Carlton,Florida,USA,98737,2021-07-13,Enterprise,Web,ACH,22.7,44.62
CUST000196,Theresa Smith,Female,63,priscillaconner@example.org,6457760297,Fullertown,Arizona,USA,46927,2022-10-08,Enterprise,Web,Bank Transfer,51.0,43.74
CUST000197,John Simpson,Male,50,barberjustin@example.com,(474)430-0779x43578,West Sara,Colorado,USA,56922,2025-09-12,Enterprise,Call Center,ACH,27.9,69.56
CUST000198,Thomas Joseph,Other,33,wagnermichael@example.net,(692)252-1827x445,Charlestown,Texas,USA,12990,2023-04-11,Small Business,Web,Bank Transfer,21.4,43.21
CUST000199,Christina Porter,Other,50,michellepena@example.com,3305575494,Tammyberg,Indiana,USA,46168,2022-03-23,Residential,Web,ACH,22.0,52.55
CUST000200,Brittany Butler,Other,70,nicole34@example.net,(814)589-2588x941,Barkertown,Louisiana,USA,38790,2025-07-29,Residential,Retail,Card,15.8,52.76
CUST000201,Michael Robinson,Male,33,kylekennedy@example.com,662.353.0951x16831,Aliciaport,Texas,USA,75428,2025-08-22,Residential,Retail,ACH,29.4,74.67
CUST000202,Alyssa Doyle,Female,18,aaroncook@example.com,624-129-5361x78298,West Katherinehaven,West Virginia,USA,23812,2020-06-12,Small Business,App,ACH,50.3,35.61
CUST000203,Austin Payne,Other,25,robertgreene@example.com,676.050.6230x317,Donovanburgh,Maryland,USA,53690,2022-12-26,Enterprise,Call Center,Bank Transfer,26.5,56.37
CUST000204,Juan Snyder,Female,23,gregoryrussell@example.org,437-288-2491,South Jeffery,Montana,USA,71404,2022-10-13,Small Business,Call Center,ACH,24.6,53.18
CUST000205,Mrs. Diane Morrison,Male,40,ehester@example.org,001-943-479-9957x8465,South Brandiberg,New Mexico,USA,54280,2023-06-03,Enterprise,Call Center,Wallet,36.7,10.47
CUST000206,Philip Johnson,Female,74,michael89@example.com,395.227.3276,West Lindsay,Delaware,USA,89564,2022-01-13,Small Business,Web,Card,28.2,38.73
CUST000207,Adrian Moore,Male,64,laura25@example.net,001-561-189-8503x7298,East George,California,USA,60986,2025-06-22,Enterprise,Web,Card,29.1,64.2
CUST000208,Jason Watts,Male,52,camposrobin@example.org,280.695.4925x4289,East Brian,Delaware,USA,81964,2025-01-11,Residential,Retail,Card,22.4,70.18
CUST000209,Vanessa Kennedy,Other,42,chunter@example.org,086-612-8410,Donnaside,Nevada,USA,08977,2025-08-12,Small Business,Retail,Card,26.2,68.43
CUST000210,Jessica Carpenter,Female,22,rodney14@example.net,3990154437,Laneberg,Illinois,USA,69195,2024-11-14,Residential,App,ACH,31.1,69.72
CUST000211,Cynthia Guerra,Other,18,john34@example.org,839.182.2830x1844,Lake Christian,Nevada,USA,03827,2020-09-19,Small Business,Call Center,Wallet,38.8,41.38
CUST000212,Derrick Schaefer,Male,74,williamsonsara@example.com,4469926340,Sanchezville,Arizona,USA,98055,2025-02-28,Small Business,Web,Wallet,1.7,38.46
CUST000213,Donna Lopez,Other,78,fray@example.com,001-996-815-4791x84964,North Shanemouth,Colorado,USA,30273,2025-08-19,Enterprise,Web,ACH,33.0,38.28
CUST000214,Amber Diaz,Other,77,vaughannicole@example.com,970-791-7813x641,Jenniferton,California,USA,31774,2023-05-21,Residential,App,Wallet,33.7,35.34
CUST000215,Scott Dean,Other,49,keith40@example.com,054.529.8153,South Andrew,Illinois,USA,59621,2022-01-22,Residential,App,Card,26.7,40.09
CUST000216,Cynthia Montoya,Male,52,johnny06@example.org,637-049-1127x131,West Heatherport,Alaska,USA,73811,2021-05-26,Small Business,Call Center,Card,21.2,79.78
CUST000217,James Acevedo,Other,64,wmullins@example.net,6683534667,North Kimberlymouth,Arkansas,USA,27338,2020-10-16,Small Business,Web,ACH,31.7,52.47
CUST000218,Jordan Smith,Other,50,sarah63@example.net,+1-525-390-3120x23002,Cameronburgh,Alabama,USA,59405,2024-07-28,Small Business,Retail,Bank Transfer,39.9,76.0
CUST000219,Misty Alvarez,Female,62,njohnson@example.com,075-205-5550x12181,New Sarahview,New Hampshire,USA,87375,2020-12-15,Small Business,App,Wallet,24.0,62.79
CUST000220,Christopher Smith,Male,62,hansengeorge@example.net,+1-840-156-4696,East Kaylachester,Colorado,USA,74038,2020-11-21,Enterprise,Call Center,ACH,22.4,69.8
CUST000221,Christina Wells,Other,40,gcummings@example.com,051.397.6068x869,Lindaborough,South Carolina,USA,32131,2022-10-15,Residential,Call Center,Wallet,43.8,44.5
CUST000222,Stephanie Welch,Other,46,dawnmelton@example.org,+1-324-074-6726x80706,Danielton,Oregon,USA,88759,2021-09-01,Enterprise,Call Center,Card,26.3,68.36
CUST000223,Curtis Johnson,Male,79,curtismark@example.net,8165465127,Theresaberg,Connecticut,USA,24010,2025-07-02,Enterprise,Retail,ACH,73.3,66.34
CUST000224,Robin Bond,Male,47,daysarah@example.com,(667)419-4629,Hardingfort,Oregon,USA,71933,2023-07-24,Small Business,Web,Wallet,69.3,30.35
CUST000225,Amy Ward,Other,62,millerryan@example.net,(135)740-5756x3215,East Stephanie,Iowa,USA,67074,2020-08-09,Residential,Retail,Bank Transfer,14.4,37.5
CUST000226,Stephen Brooks,Other,38,alexanderjoshua@example.net,839-734-6067x486,Brianchester,Montana,USA,97819,2024-03-07,Residential,App,Bank Transfer,22.1,62.66
CUST000227,Lisa White,Other,27,angela65@example.org,578.082.7436,Jasonstad,Utah,USA,78180,2024-05-24,Small Business,Web,Card,53.6,39.3
CUST000228,Mary Allison,Female,75,jnguyen@example.org,867.467.9184x35479,Costafurt,Colorado,USA,38335,2021-09-01,Small Business,Retail,Wallet,6.2,41.53
CUST000229,Stephanie Newman,Female,23,hornaaron@example.com,+1-997-569-0099,Joanside,West Virginia,USA,20267,2025-08-29,Residential,Retail,Wallet,29.2,47.62
CUST000230,Paul Patel,Male,45,paul26@example.com,(407)880-2008x129,Lake Anna,Kentucky,USA,26409,2024-05-24,Enterprise,Web,Card,44.2,40.15
CUST000231,Mike Hawkins,Other,59,melissabrown@example.org,001-086-324-2137x63202,New Kristashire,Massachusetts,USA,44558,2024-04-28,Residential,Web,Wallet,22.8,49.01
CUST000232,Laura Hicks,Male,30,christinanichols@example.org,(809)309-7909x16138,Michaelshire,Arizona,USA,06907,2022-02-22,Small Business,Retail,Bank Transfer,3.9,51.35
CUST000233,Wendy Rose,Male,48,ytaylor@example.net,+1-968-131-6997x187,Lindseyborough,Missouri,USA,53624,2022-08-19,Enterprise,Call Center,Bank Transfer,39.6,41.95
CUST000234,Jeffrey Haynes,Female,29,lle@example.org,(255)857-7169x7049,South Danielleberg,Vermont,USA,84368,2024-04-07,Enterprise,Retail,Card,44.7,47.01
CUST000235,Suzanne Garcia,Female,27,jhayes@example.com,108-207-4538x879,Millershire,North Dakota,USA,85808,2021-11-29,Small Business,Call Center,Bank Transfer,28.5,18.22
CUST000236,Scott Carter,Female,68,mark80@example.com,(488)401-2260x40281,Lake Davidshire,Wisconsin,USA,11968,2020-01-23,Enterprise,Call Center,ACH,0.0,71.29
CUST000237,James Ramirez,Male,52,tiffany30@example.net,+1-940-273-9150x791,North Philip,Maine,USA,18157,2020-11-01,Enterprise,Retail,ACH,53.5,44.24
CUST000238,Michele Ward,Male,49,ufrank@example.net,121-539-3091,South Patrick,Wisconsin,USA,08495,2023-04-16,Small Business,Call Center,Bank Transfer,15.4,72.03
CUST000239,Timothy Little,Other,38,andrew12@example.org,654.337.1020x524,East Christina,Washington,USA,62222,2022-04-16,Small Business,App,ACH,27.5,38.58
CUST000240,Julie Riddle,Male,21,mendozachristopher@example.org,696.063.8060,New Michelle,Colorado,USA,30697,2024-07-02,Small Business,App,Wallet,7.0,23.56
CUST000241,Nathan Sanchez,Male,41,spencernancy@example.com,402.561.9804x71385,South Justinfurt,Nebraska,USA,43248,2022-09-30,Enterprise,Call Center,ACH,27.1,44.87
CUST000242,Angelica Brooks,Male,22,williammoran@example.org,+1-861-708-5567x678,Matthewmouth,Delaware,USA,60729,2024-08-17,Residential,App,Card,53.2,35.49
CUST000243,Kara Long,Other,19,colenicholas@example.org,+1-482-661-7403x0965,North Robert,Georgia,USA,70903,2024-09-20,Residential,Web,Wallet,44.1,75.82
CUST000244,Jesus Morgan,Male,40,matthew18@example.com,(024)000-8529x55654,Cannonborough,Pennsylvania,USA,38599,2024-12-16,Enterprise,Retail,Card,25.7,56.26
CUST000245,Billy Jackson,Female,59,zkirk@example.org,(985)983-5009x1056,Taylormouth,Utah,USA,70398,2024-03-10,Residential,App,Bank Transfer,29.0,18.41
CUST000246,Deborah Peck,Other,62,laurenbarker@example.com,+1-209-187-1886x43634,Lake Nicholas,Mississippi,USA,32964,2025-06-13,Residential,Call Center,Bank Transfer,23.4,29.12
CUST000247,Michael Adams,Other,66,lisamiller@example.org,398.781.6587x94084,New Christinaside,Oklahoma,USA,41299,2020-07-04,Small Business,Call Center,Bank Transfer,43.7,58.39
CUST000248,Joseph Wheeler,Male,28,joseph20@example.com,489.262.9105,Johnsonfurt,Wisconsin,USA,63319,2020-11-07,Small Business,Retail,Wallet,0.0,31.69
CUST000249,Brian Moran,Female,46,lisaharris@example.org,4766877636,Smithmouth,Kansas,USA,57003,2023-08-11,Residential,Web,Wallet,46.1,11.24
CUST000250,Erika Williams,Other,27,maystephanie@example.com,615-396-4230x8137,Patriciaton,New York,USA,95514,2023-01-24,Enterprise,Call Center,Bank Transfer,43.5,10.65
CUST000251,Katie Taylor,Male,68,fburke@example.net,+1-624-228-7880x991,North Robertside,Texas,USA,67444,2025-04-15,Small Business,Web,Wallet,56.7,47.66
CUST000252,Michael Murillo,Male,28,nguyenemily@example.net,(664)781-4533x9876,Lake Steven,Idaho,USA,76041,2023-01-18,Residential,Retail,Card,11.3,23.64
CUST000253,Donna Turner,Male,60,jared44@example.org,775.460.3386x65243,East Michelle,New Mexico,USA,64692,2024-11-13,Residential,Retail,ACH,26.6,40.34
CUST000254,Jennifer Rodriguez,Female,64,davisbianca@example.com,3368151335,Kruegerchester,Louisiana,USA,85219,2021-01-16,Enterprise,App,Bank Transfer,49.8,49.76
CUST000255,Michael Hill,Other,29,ebony94@example.org,890.443.9866,South Ashley,Indiana,USA,97534,2024-12-17,Residential,Call Center,Wallet,39.3,55.17
CUST000256,Suzanne Perry,Other,72,kimberly36@example.org,659-955-2921,Lisatown,Massachusetts,USA,82782,2020-04-30,Small Business,Retail,ACH,54.9,52.8
CUST000257,Kevin Ellis,Other,51,kli@example.com,895-200-2100,North Carolfurt,Arizona,USA,99330,2020-09-19,Enterprise,Retail,Card,12.7,8.79
CUST000258,Christina Porter,Other,57,david92@example.org,(303)649-5051x019,West Hayden,Rhode Island,USA,28346,2021-01-25,Residential,App,ACH,55.9,59.34
CUST000259,Gwendolyn Edwards,Female,46,muellermadison@example.org,532.492.9771x2397,South Amanda,Massachusetts,USA,69319,2020-06-21,Enterprise,Call Center,Card,19.9,38.27
CUST000260,Jeremy Ward,Other,59,amckinney@example.com,001-109-216-4957,Mooreberg,Wisconsin,USA,45368,2021-12-14,Residential,Call Center,Bank Transfer,51.2,16.79
CUST000261,Jordan Robles DDS,Male,18,jonathanleon@example.org,007-810-8841,Kellybury,Nevada,USA,79783,2021-03-03,Residential,Call Center,Card,39.8,16.68
CUST000262,Steven Young,Other,32,sfoster@example.net,896.444.4065x2907,Lake Benjamin,Rhode Island,USA,69839,2021-06-01,Small Business,Web,Bank Transfer,0.0,48.08
CUST000263,John Martinez,Male,57,james37@example.net,001-490-784-5043x1527,West Michaelstad,Nebraska,USA,38106,2024-01-21,Small Business,Web,ACH,42.0,56.19
CUST000264,William Martinez,Male,50,jasonhudson@example.org,001-501-296-8676,Lake Robertview,Utah,USA,86891,2022-01-17,Small Business,App,Bank Transfer,8.4,76.47
CUST000265,Sandra Martinez,Male,50,craigmccarty@example.net,486.943.2143,Gilberthaven,Wyoming,USA,53922,2024-01-15,Enterprise,App,Wallet,9.6,43.05
CUST000266,Lindsey Bailey,Male,64,jamesortega@example.org,(199)456-6498x09732,Port Lacey,Mississippi,USA,12748,2023-09-12,Residential,Call Center,Bank Transfer,24.6,75.5
CUST000267,Nicholas Allen,Female,20,uspears@example.org,(412)172-5416x04981,North Juliaberg,West Virginia,USA,16983,2025-01-22,Enterprise,App,Card,32.2,73.24
CUST000268,Darlene Crawford,Male,66,john10@example.com,137-230-7854x715,Jenniferview,Alaska,USA,75519,2020-07-14,Enterprise,App,Bank Transfer,0.0,56.78
CUST000269,Bonnie Kim,Female,64,jessepratt@example.com,001-718-365-3446x910,Port Beverlyberg,Alabama,USA,12471,2022-01-13,Small Business,Call Center,Bank Transfer,0.0,47.25
CUST000270,Kevin Valdez,Female,36,jeff83@example.net,686-361-6032x19553,North Lauren,Maryland,USA,57797,2023-02-05,Enterprise,App,Bank Transfer,28.5,23.41
CUST000271,Robert Wright,Female,73,hawkinsthomas@example.com,(282)858-2279,Perryport,Illinois,USA,78970,2024-12-01,Residential,App,Card,66.0,46.69
CUST000272,Martin Hernandez,Male,21,eric76@example.net,001-018-183-7226x9175,Port Ricardo,Delaware,USA,11872,2021-04-23,Residential,App,Wallet,47.6,76.61
CUST000273,Rhonda Higgins,Other,33,cindy55@example.com,(298)195-5610x3546,Port Thomasmouth,California,USA,51696,2025-09-15,Small Business,App,Wallet,6.7,58.17
CUST000274,Matthew Merritt,Female,30,hendersonjames@example.net,499-682-7231,Staceyville,Oklahoma,USA,90746,2025-01-25,Residential,App,Card,47.1,51.91
CUST000275,Edward Lee,Male,18,brooksthomas@example.com,836.101.1136,North Molly,Nebraska,USA,56091,2020-07-12,Enterprise,Retail,Bank Transfer,50.5,72.7
CUST000276,Thomas Dunlap,Male,29,jessedennis@example.com,001-160-112-6593x8435,Port Danafurt,West Virginia,USA,98483,2024-05-29,Residential,App,Card,8.7,52.62
CUST000277,Christopher Rodgers,Male,44,webbjennifer@example.org,7270244453,Jonview,Kansas,USA,82891,2021-09-08,Small Business,Retail,Bank Transfer,45.8,18.75
CUST000278,Candace Valencia,Male,41,tina34@example.org,(300)761-1490,Williamsstad,Texas,USA,65371,2024-02-04,Residential,App,Bank Transfer,51.0,82.11
CUST000279,Carl Rodriguez,Male,48,jaredhogan@example.net,(922)705-8810x784,Gutierrezmouth,Texas,USA,62910,2020-05-18,Small Business,Call Center,Bank Transfer,0.0,62.63
CUST000280,Angel Wilson,Female,19,stephaniegonzalez@example.org,+1-789-083-4536x89283,East Stephanie,Arkansas,USA,59891,2022-11-15,Residential,Call Center,ACH,41.1,90.4
CUST000281,Robert Lopez,Other,19,zross@example.net,111-091-9694,Amyhaven,New Mexico,USA,14089,2022-12-14,Enterprise,Retail,Bank Transfer,23.1,42.94
CUST000282,Anna King,Other,38,elizabethreynolds@example.org,642.070.9064,East Tylerside,Washington,USA,13705,2023-08-27,Enterprise,Call Center,Bank Transfer,45.1,16.1
CUST000283,Jeremy Austin,Female,41,gwebb@example.org,001-900-404-1265,West Troy,Iowa,USA,69320,2025-09-17,Residential,Retail,Wallet,6.7,24.5
CUST000284,Amanda Beltran,Male,63,wayneboyd@example.net,346.901.0785x6856,Ryanview,Vermont,USA,18437,2024-08-20,Small Business,Web,Wallet,40.6,43.66
CUST000285,John Wright,Female,25,derekali@example.com,256.245.6001,Lake Brandybury,Virginia,USA,30070,2020-11-14,Residential,Web,Bank Transfer,0.0,72.23
CUST000286,Melissa Johnson,Other,43,sstewart@example.net,071-363-0723,Port Jorgeland,Washington,USA,83961,2025-02-01,Enterprise,Retail,Card,32.1,52.22
CUST000287,Mrs. Jennifer Gross,Female,24,derrickbrown@example.org,313.669.8839,North Georgemouth,Iowa,USA,32389,2024-10-03,Enterprise,Web,ACH,30.2,19.43
CUST000288,Richard Lopez,Female,72,tracey40@example.net,002-000-4838x4406,Randallview,West Virginia,USA,74146,2025-05-25,Small Business,App,Wallet,54.1,56.04
CUST000289,Michael Gonzalez,Male,32,ytaylor@example.org,(589)453-4266,North Briannaton,Hawaii,USA,40981,2020-04-13,Small Business,Call Center,Card,34.2,37.88
CUST000290,Miranda Carpenter,Female,31,deaton@example.com,828-687-2139,Port Timothyhaven,North Dakota,USA,18968,2024-07-04,Enterprise,App,ACH,0.0,59.79
CUST000291,Patricia Rogers,Male,65,allenlouis@example.org,(748)533-8695,Kennethport,Tennessee,USA,04743,2024-04-02,Small Business,Web,Card,0.0,60.71
CUST000292,Bianca Terry,Female,63,hollowaylinda@example.org,383.753.3196,Porterbury,Pennsylvania,USA,32620,2025-08-18,Enterprise,Retail,ACH,14.4,35.47
CUST000293,John Walker,Other,64,rachelwilson@example.com,(867)025-8386x179,South Kennethton,Nevada,USA,54079,2023-02-22,Enterprise,Web,ACH,6.9,68.71
CUST000294,Ashley Simon,Female,49,leejames@example.net,034-640-1605,Mckenzieshire,Minnesota,USA,83402,2021-01-12,Residential,Retail,ACH,45.3,67.77
CUST000295,Jason Francis,Female,30,rebeccatodd@example.com,581-628-3115x157,South Wendy,Illinois,USA,99822,2023-03-03,Enterprise,Call Center,Bank Transfer,17.5,24.38
CUST000296,Jocelyn Hines,Other,74,boydjoseph@example.net,(751)353-2423x008,Justinshire,South Dakota,USA,86123,2024-04-03,Residential,Retail,Bank Transfer,39.9,112.35
CUST000297,Patty Mccarthy,Female,19,sarah20@example.net,416-583-9969x158,West Joshuaberg,California,USA,45628,2025-03-05,Enterprise,Call Center,Card,34.3,15.25
CUST000298,Dr. Casey Mcfarland,Female,46,ernestfrey@example.net,(188)033-2797,Port Tiffany,Massachusetts,USA,87953,2022-11-22,Small Business,Call Center,Wallet,24.6,73.77
CUST000299,Bryan Martin,Other,31,barkerbryce@example.com,697-025-1806,Lake Stevenport,Minnesota,USA,78580,2023-04-02,Enterprise,App,Wallet,15.3,20.01
CUST000300,Allen Torres,Female,26,wbrown@example.com,001-183-355-0909x008,Lake Ritamouth,Oklahoma,USA,11066,2025-04-14,Residential,App,Bank Transfer,31.7,25.53
CUST000301,Anna Fisher,Other,30,villaandrew@example.net,+1-603-686-1347x027,Port Jonathanburgh,Montana,USA,33359,2022-05-09,Enterprise,App,Wallet,28.3,49.12
CUST000302,Dustin Garcia,Male,30,chelseanguyen@example.org,977.963.7128x6828,Solomonton,Montana,USA,48777,2023-02-27,Small Business,Web,Bank Transfer,14.1,61.98
CUST000303,Kyle Evans,Female,64,christopherhall@example.com,271-614-9798,Kimberlyborough,South Carolina,USA,11470,2021-08-17,Small Business,App,Wallet,54.3,29.44
CUST000304,Jason Juarez,Male,27,kimberlyharris@example.org,994-802-8192,Lake Williamchester,New Jersey,USA,19605,2021-01-10,Residential,Retail,Bank Transfer,28.3,53.85
CUST000305,Lisa Hughes DDS,Other,42,jodi09@example.net,2808249959,Sharonville,New Hampshire,USA,16561,2024-09-28,Small Business,Call Center,ACH,35.9,70.38
CUST000306,Kirk Silva,Other,18,matthew81@example.org,427.720.2592,Christophertown,Connecticut,USA,28312,2020-07-21,Enterprise,Retail,Wallet,50.8,41.31
CUST000307,Joshua Floyd,Other,21,zmichael@example.org,001-539-234-8052,New Elizabeth,Maine,USA,57303,2023-04-03,Residential,Call Center,Card,34.5,45.95
CUST000308,Thomas Johnson,Male,79,pcollier@example.org,(848)335-6229,Melissaport,Michigan,USA,68165,2025-10-24,Small Business,Call Center,Wallet,60.6,55.27
CUST000309,Christina Neal,Other,51,pettyjessica@example.net,+1-474-463-3752x2791,Port Adrianaview,Arizona,USA,18715,2020-11-12,Enterprise,Web,Card,38.0,53.45
CUST000310,Joseph Hinton,Female,52,jenniferallen@example.com,3828570524,West James,Maine,USA,76755,2021-09-07,Residential,App,ACH,35.3,48.35
CUST000311,Cheryl Myers,Female,26,shaunvelazquez@example.net,(280)188-9281,Evansborough,South Carolina,USA,24366,2023-10-08,Small Business,Retail,ACH,45.4,51.94
CUST000312,Tonya Sanford,Other,57,kingjames@example.org,458.059.1258x553,West Meganmouth,Oregon,USA,24844,2024-10-24,Residential,Web,Card,15.6,40.29
CUST000313,Bernard Farrell,Male,19,linda23@example.net,+1-578-206-9937x45900,Scottstad,North Carolina,USA,75492,2022-08-14,Enterprise,Web,Bank Transfer,33.1,75.06
CUST000314,Christina Shelton,Other,54,dhale@example.com,001-065-075-0077x87131,Port Christianborough,West Virginia,USA,93150,2025-06-17,Small Business,Web,Card,45.4,86.02
CUST000315,Joanne Wilson,Female,29,sross@example.net,+1-390-792-5879,Wrightton,Illinois,USA,54938,2024-04-13,Residential,Call Center,Card,62.4,54.14
CUST000316,Michael Snyder,Other,39,williamsjamie@example.net,(229)910-7874x9880,South Lauraview,Illinois,USA,75371,2023-05-19,Small Business,App,Wallet,33.6,26.28
CUST000317,Benjamin Dunlap,Male,35,tracey83@example.com,749.266.1850,Brianmouth,Washington,USA,66766,2024-02-24,Enterprise,Web,Wallet,15.4,65.09
CUST000318,Shawn Bailey,Female,36,frankjessica@example.com,(479)249-6144,Alvarezton,Florida,USA,15321,2022-04-17,Small Business,Retail,Card,18.6,38.89
CUST000319,Patricia Smith,Other,48,bcastro@example.com,297.603.6863x7831,Port Michelle,North Carolina,USA,16288,2020-08-13,Residential,Call Center,Bank Transfer,40.3,70.72
CUST000320,Zachary Jones,Male,24,patriciaparker@example.org,001-117-381-1608x136,Juliestad,Idaho,USA,64879,2025-07-15,Small Business,App,Wallet,11.6,37.12
CUST000321,Ryan Spencer,Female,27,emily04@example.com,(774)404-0501x563,Dorseyfurt,North Dakota,USA,56958,2024-05-24,Residential,Web,ACH,0.0,48.0
CUST000322,Elizabeth Palmer,Female,26,marcus65@example.com,070-681-7431,West Joyce,Idaho,USA,51046,2022-11-09,Small Business,Web,ACH,30.8,38.38
CUST000323,James Garcia,Other,26,vaughnlauren@example.com,001-755-554-8845x3432,North Mauriceland,Wisconsin,USA,93769,2025-10-31,Enterprise,App,Bank Transfer,0.0,65.22
